Timestamp,LaneState,Deviation(px),EMA_Deviation(px),BlinkerLeft,BlinkerRight,Violation
2025-10-27 16:59:26,right_drift,49,52.22,0,0,
2025-10-27 16:59:26,lane_boundary_missing,0,39.16,0,0,
2025-10-27 16:59:26,centered,10,31.87,0,0,
2025-10-27 16:59:26,lane_boundary_missing,0,23.9,0,0,
2025-10-27 16:59:26,lane_boundary_missing,0,17.93,0,0,
2025-10-27 16:59:26,centered,-24,7.45,0,0,
2025-10-27 16:59:27,centered,-21,0.33,0,0,
2025-10-27 16:59:27,lane_boundary_missing,0,0.25,0,0,
2025-10-27 16:59:27,lane_boundary_missing,0,0.19,0,0,
2025-10-27 16:59:27,right_drift,72,18.14,0,0,
2025-10-27 16:59:27,right_drift,68,30.61,0,0,
2025-10-27 16:59:27,right_drift,59,37.7,0,0,
2025-10-27 16:59:27,centered,16,32.28,0,0,
2025-10-27 16:59:27,centered,38,33.71,0,0,
2025-10-27 16:59:28,centered,8,27.28,0,0,
2025-10-27 16:59:28,centered,12,23.46,0,0,
2025-10-27 16:59:28,centered,-11,14.85,0,0,
2025-10-27 16:59:28,centered,15,14.88,0,0,
2025-10-27 16:59:28,centered,30,18.66,0,0,
2025-10-27 16:59:28,right_drift,58,28.5,0,0,
2025-10-27 16:59:28,centered,38,30.87,0,0,
2025-10-27 16:59:29,centered,37,32.4,0,0,
2025-10-27 16:59:29,centered,39,34.05,0,0,
2025-10-27 16:59:29,centered,32,33.54,0,0,
2025-10-27 16:59:29,centered,-1,24.91,0,0,
2025-10-27 16:59:29,centered,36,27.68,0,0,
2025-10-27 16:59:29,centered,22,26.26,0,0,
2025-10-27 16:59:29,centered,28,26.69,0,0,
2025-10-27 16:59:29,centered,9,22.27,0,0,
2025-10-27 16:59:30,centered,22,22.2,0,0,
2025-10-27 16:59:30,centered,21,21.9,0,0,
2025-10-27 16:59:30,right_drift,74,34.93,0,0,
2025-10-27 16:59:30,centered,30,33.7,0,0,
2025-10-27 16:59:30,centered,31,33.02,0,0,
2025-10-27 16:59:30,right_drift,70,42.27,0,0,
2025-10-27 16:59:30,right_drift,74,50.2,0,0,
2025-10-27 16:59:31,right_drift,61,52.9,0,0,
2025-10-27 16:59:31,right_drift,61,54.92,0,0,
2025-10-27 16:59:31,centered,39,50.94,0,0,
2025-10-27 16:59:31,centered,20,43.21,0,0,
2025-10-27 16:59:31,centered,19,37.16,0,0,
2025-10-27 16:59:31,right_drift,43,38.62,0,0,
2025-10-27 16:59:31,right_drift,73,47.21,0,0,
2025-10-27 16:59:31,centered,17,39.66,0,0,
2025-10-27 16:59:32,right_drift,65,45.99,0,0,
2025-10-27 16:59:32,right_drift,74,53.0,0,0,
2025-10-27 16:59:32,centered,38,49.25,0,0,
2025-10-27 16:59:32,centered,30,44.44,0,0,
2025-10-27 16:59:32,right_drift,72,51.33,0,0,
2025-10-27 16:59:32,right_drift,84,59.49,0,0,
2025-10-27 16:59:32,right_drift,90,67.12,0,0,
2025-10-27 16:59:33,right_drift,59,65.09,0,0,
2025-10-27 16:59:33,right_drift,79,68.57,0,0,
2025-10-27 16:59:33,centered,19,56.18,0,0,
2025-10-27 16:59:33,right_drift,91,64.88,0,0,
2025-10-27 16:59:33,right_drift,56,62.66,0,0,
2025-10-27 16:59:33,lane_boundary_missing,0,47.0,0,0,
2025-10-27 16:59:33,right_drift,113,63.5,0,0,
2025-10-27 16:59:33,right_drift,114,76.12,0,0,
2025-10-27 16:59:34,right_drift,87,78.84,0,0,unsignaled_right_deviation
2025-10-27 16:59:34,right_drift,58,73.63,0,0,
2025-10-27 16:59:34,lane_boundary_missing,0,55.22,0,0,
2025-10-27 16:59:34,centered,-1,41.17,0,0,
2025-10-27 16:59:34,right_drift,58,45.38,0,0,
2025-10-27 16:59:34,centered,27,40.78,0,0,
2025-10-27 16:59:34,right_drift,111,58.34,0,0,
2025-10-27 16:59:35,centered,30,51.25,0,0,
2025-10-27 16:59:35,right_drift,82,58.94,0,0,
2025-10-27 16:59:35,right_drift,82,64.7,0,0,
2025-10-27 16:59:35,right_drift,66,65.03,0,0,
2025-10-27 16:59:35,centered,40,58.77,0,0,
2025-10-27 16:59:35,right_drift,44,55.08,0,0,
2025-10-27 16:59:35,right_drift,89,63.56,0,0,
2025-10-27 16:59:35,centered,20,52.67,0,0,
2025-10-27 16:59:36,centered,29,46.75,0,0,
2025-10-27 16:59:36,right_drift,45,46.31,0,0,
2025-10-27 16:59:36,right_drift,81,54.99,0,0,
2025-10-27 16:59:36,right_drift,80,61.24,0,0,
2025-10-27 16:59:36,right_drift,112,73.93,0,0,
2025-10-27 16:59:36,right_drift,101,80.7,0,0,
2025-10-27 16:59:36,right_drift,121,90.77,0,0,
2025-10-27 16:59:37,right_drift,114,96.58,0,0,
2025-10-27 16:59:37,right_drift,55,86.18,0,0,unsignaled_right_deviation
2025-10-27 16:59:37,right_drift,46,76.14,0,0,
2025-10-27 16:59:37,lane_boundary_missing,0,57.1,0,0,
2025-10-27 16:59:37,right_drift,89,65.08,0,0,
2025-10-27 16:59:37,right_drift,125,80.06,0,0,
2025-10-27 16:59:37,right_drift,98,84.54,0,0,
2025-10-27 16:59:37,right_drift,117,92.66,0,0,
2025-10-27 16:59:38,right_drift,94,92.99,0,0,
2025-10-27 16:59:38,right_drift,66,86.25,0,0,
2025-10-27 16:59:38,right_drift,52,77.68,0,0,
2025-10-27 16:59:38,right_drift,118,87.76,0,0,
2025-10-27 16:59:38,right_drift,63,81.57,0,0,
2025-10-27 16:59:38,right_drift,173,104.43,0,0,
2025-10-27 16:59:38,right_drift,104,104.32,0,0,
2025-10-27 16:59:39,centered,14,81.74,0,0,
2025-10-27 16:59:39,right_drift,55,75.06,0,0,
2025-10-27 16:59:39,right_drift,113,84.54,0,0,
2025-10-27 16:59:39,right_drift,84,84.41,0,0,
2025-10-27 16:59:39,right_drift,47,75.05,0,0,
2025-10-27 16:59:39,right_drift,61,71.54,0,0,
2025-10-27 16:59:39,right_drift,109,80.91,0,0,
2025-10-27 16:59:39,right_drift,98,85.18,0,0,
2025-10-27 16:59:40,right_drift,170,106.38,0,0,
2025-10-27 16:59:40,right_drift,96,103.79,0,0,unsignaled_right_deviation
2025-10-27 16:59:40,lane_boundary_missing,0,77.84,0,0,
2025-10-27 16:59:40,right_drift,49,70.63,0,0,
2025-10-27 16:59:40,right_drift,63,68.72,0,0,
2025-10-27 16:59:40,right_drift,83,72.29,0,0,
2025-10-27 16:59:40,right_drift,77,73.47,0,0,
2025-10-27 16:59:41,right_drift,84,76.1,0,0,
2025-10-27 16:59:41,right_drift,98,81.58,0,0,
2025-10-27 16:59:41,right_drift,119,90.93,0,0,
2025-10-27 16:59:41,right_drift,127,99.95,0,0,
2025-10-27 16:59:41,right_drift,110,102.46,0,0,
2025-10-27 16:59:41,right_drift,87,98.6,0,0,
2025-10-27 16:59:41,right_drift,99,98.7,0,0,
2025-10-27 16:59:41,right_drift,102,99.52,0,0,
2025-10-27 16:59:42,right_drift,60,89.64,0,0,
